"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.dbtest.confluence-pg0.utah.cloudlab.us",,,,"User:","Xinying"
"Cmdline:","dstat -cdn --output ycsb_dstat_log.csv",,,,"Date:","23 Oct 2024 16:00:20 UTC"
"total cpu usage",,,,,"dsk/total",,"net/total",
"usr","sys","idl","wai","stl","read","writ","recv","send"


"Host:","node0.dbtest.confluence-pg0.utah.cloudlab.us",,,,"User:","Xinying"
"Cmdline:","dstat -cdn --output ycsb_dstat_log.csv",,,,"Date:","23 Oct 2024 16:01:09 UTC"
"total cpu usage",,,,,"dsk/total",,"net/total",
"usr","sys","idl","wai","stl","read","writ","recv","send"


"Host:","node0.dbtest.confluence-pg0.utah.cloudlab.us",,,,"User:","Xinying"
"Cmdline:","dstat -cdn --output ycsb_dstat_log.csv",,,,"Date:","23 Oct 2024 16:34:14 UTC"
"total cpu usage",,,,,"dsk/total",,"net/total",
"usr","sys","idl","wai","stl","read","writ","recv","send"


"Host:","node0.dbtest.confluence-pg0.utah.cloudlab.us",,,,"User:","Xinying"
"Cmdline:","dstat -cdn --output ycsb_dstat_log.csv",,,,"Date:","23 Oct 2024 16:37:24 UTC"
"total cpu usage",,,,,"dsk/total",,"net/total",
"usr","sys","idl","wai","stl","read","writ","recv","send"
0.351,0.179,99.407,0.063,0,450551.767,20869696.393,0,0
0.031,0.094,99.875,0,0,0,0,3953,2216
0.031,0.031,99.937,0,0,0,0,3212,1134
0.063,0.031,99.906,0,0,0,0,4868,3472
1.313,0.344,98.343,0,0,0,0,3848,1194
0.063,0.125,99.812,0,0,0,24576,2770,1244
0.031,0.062,99.906,0,0,0,69632,4311,996
0,0.031,99.969,0,0,0,0,2512,670
0,0,100,0,0,0,126976,4019,904
1.654,0.312,98.034,0,0,0,0,11835,8286
0.063,0.125,99.812,0,0,0,28672,6136,1912
0,0,100,0,0,0,57344,5752,2930
0.031,0.031,99.938,0,0,0,0,4849,2462
0,0.031,99.969,0,0,0,0,6682,3440
1.468,0.375,98.157,0,0,0,0,2998,882
0.031,0.125,99.844,0,0,0,24576,3518,1444
0.031,0.094,99.875,0,0,0,57344,6446,5850
0.063,0.094,99.844,0,0,0,0,5092,3010
0,0.845,99.155,0,0,0,0,5982,4338
1.653,0.998,97.349,0,0,0,0,7763,3970
0.157,6.140,92.325,1.378,0,0,209477632,3020,1500
0.063,4.074,92.730,3.134,0,0,457617408,2324,1024
0.125,10.038,87.023,2.814,0,0,469958656,3336,1812
0.063,0.971,95.803,3.163,0,0,464027648,4450,1166
1.502,1.095,94.335,3.067,0,0,454164480,4740,3390
0.094,0.908,95.867,3.131,0,0,443310080,6551,2396
0.125,0.846,95.896,3.133,0,0,450801664,9318,5738
0.125,0.972,96.144,2.759,0,0,397529088,4788,1870
0.031,0.031,99.937,0,0,0,0,3496,920
1.221,0.250,98.528,0,0,0,0,4778,1922
0.063,0.125,99.812,0,0,0,24576,5536,2675
0,0.031,99.969,0,0,0,122880,4298,1210
23.513,2.738,73.749,0,0,0,143360,6727,4734
56.897,3.472,39.630,0,0,0,0,8076,157118
79.620,2.690,17.690,0,0,0,0,6145,2662
59.647,2.995,37.358,0,0,0,155648,7547,4134
24.718,4.010,71.241,0.031,0,0,651264,25658,27534
8.734,5.341,85.925,0,0,0,34938880,8294,7112
6.445,7.204,86.351,0,0,0,48246784,5414,2116
5.673,7.375,86.952,0,0,0,45379584,2800,1184
6.459,7.467,86.043,0.032,0,0,51838976,3508,1012
6.132,7.453,86.415,0,0,0,86663168,4440,1960
4.009,6.503,89.489,0,0,0,55689216,3538,870
3.248,6.433,89.940,0.378,0,0,130334720,3648,1064
5.212,6.696,88.092,0,0,0,47714304,2918,944
4.631,7.498,87.870,0,0,0,49610752,3250,1144
8.242,6.134,85.624,0,0,0,75370496,3497,4450
6.368,7.654,85.979,0,0,0,108797952,4594,2532
3.435,7.028,88.717,0.819,0,0,199831552,2995,1630
5.153,6.734,88.113,0,0,0,48693248,4218,1218
3.948,6.317,89.735,0,0,0,49029120,1814,1036
5.084,7.073,87.843,0,0,0,80334848,4016,1676
6.807,4.066,89.127,0,0,0,35758080,3442,1672
3.445,5.879,90.329,0.348,0,0,136671232,4725,894
5.505,6.390,88.105,0,0,0,46247936,3749,920
3.759,6.570,89.672,0,0,0,47104000,3800,1052
4.540,6.873,88.588,0,0,0,48185344,2997,2790
6.862,7.334,85.804,0,0,0,77774848,5876,2010
6.169,6.704,86.591,0.535,0,0,199405568,2370,976
5.388,6.742,87.870,0,0,0,46579712,3810,1594
4.463,6.442,89.095,0,0,0,47529984,3440,1292
4.001,6.396,89.603,0,0,0,49188864,2428,704
5.016,7.508,87.476,0,0,0,68485120,2610,862
6.736,4.092,88.543,0.630,0,0,181829632,3206,1652
5.613,6.654,87.733,0,0,0,47517696,2423,962
4.717,6.069,89.214,0,0,0,47542272,2872,1410
4.438,6.390,89.172,0,0,0,49467392,2842,2744
4.614,6.384,89.001,0,0,0,49790976,2622,1060
6.789,7.105,85.759,0.347,0,0,168820736,4236,1628
9.531,5.977,84.492,0,0,0,38797312,2848,712
7.091,6.429,86.480,0,0,0,42864640,4143,1474
5.043,8.194,86.763,0,0,0,106737664,2494,962
6.071,6.040,87.889,0,0,0,65425408,6072,1882
4.444,6.524,88.402,0.630,0,0,162807808,2528,826
7.530,5.419,86.862,0.189,0,0,96362496,2766,1292
4.705,5.936,89.359,0,0,0,47292416,10280,4266
4.011,6.443,89.545,0,0,0,47038464,3117,2960
4.813,6.008,89.179,0,0,0,49516544,2310,678
3.719,6.492,89.600,0.189,0,0,120205312,2302,538
6.290,7.301,86.252,0.158,0,0,97374208,3149,1452
6.954,4.311,88.735,0,0,0,38047744,3042,2026
4.252,6.268,89.480,0,0,0,45428736,2490,910
3.944,6.343,89.713,0,0,0,45408256,2164,522
3.794,6.955,89.251,0,0,0,73003008,1402,464
5.346,6.604,87.642,0.409,0,0,109060096,2514,994
6.970,7.473,85.557,0,0,0,80031744,3638,1794
7.545,6.696,85.759,0,0,0,43012096,7080,6630
5.975,7.138,86.887,0,0,0,108793856,9846,5730
7.147,4.483,88.370,0,0,0,40062976,4482,1540
8.360,4.305,86.518,0.817,0,0,191778816,5463,2086
6.042,5.853,88.106,0,0,0,41578496,11888,7728
5.106,7.280,87.614,0,0,0,81981440,4072,2184
4.220,6.299,89.480,0,0,0,47050752,2586,828
4.297,6.224,89.479,0,0,0,45801472,3944,1550
5.245,6.635,87.804,0.316,0,0,135458816,4587,920
4.448,6.088,89.464,0,0,0,46960640,3580,1012
5.318,7.930,86.753,0,0,0,81481728,3268,3570
9.068,5.006,85.926,0,0,0,38674432,5474,1940
6.036,6.853,87.111,0,0,0,108122112,4639,1954
8.574,4.114,86.464,0.848,0,0,191074304,3654,994
7.278,3.938,88.784,0,0,0,35414016,5082,1226
4.962,5.247,89.791,0,0,0,43814912,1482,1170
5.401,7.517,87.081,0,0,0,83353600,2724,794
4.422,6.349,89.229,0,0,0,45735936,2524,1484
5.175,5.869,88.577,0.379,0,0,133107712,3760,1126
5.027,5.875,89.098,0,0,0,43421696,3840,1094
4.479,5.710,89.811,0,0,0,43618304,2374,2696
4.978,6.459,88.563,0,0,0,46882816,3734,1124
7.250,7.313,85.436,0,0,0,80711680,3864,1692
7.777,7.462,84.194,0.567,0,0,184377344,2117,974
6.965,4.538,88.497,0,0,0,47497216,4851,2230
7.378,3.642,88.980,0,0,0,30687232,1658,1004
5.377,5.566,89.057,0,0,0,40853504,3880,1212
5.498,7.069,87.433,0,0,0,46821376,2482,1020
5.115,7.105,87.054,0.726,0,0,209219584,3632,1044
4.507,5.988,89.505,0,0,0,41746432,3196,1818
4.983,5.582,89.436,0,0,0,43393024,2634,3118
4.445,5.769,89.786,0,0,0,42086400,3202,654
4.444,6.114,89.442,0,0,0,45150208,2994,598
6.943,7.540,85.203,0.314,0,0,150253568,2234,1060
8.945,5.242,85.656,0.157,0,0,51236864,3613,1966
5.296,7.566,87.137,0,0,0,107724800,3702,1806
7.168,3.710,89.123,0,0,0,30318592,2772,892
7.096,4.239,88.666,0,0,0,30892032,2974,530
6.203,5.888,87.878,0.031,0,0,83668992,2088,1262
4.964,6.797,87.607,0.632,0,0,159092736,2506,1252
4.807,5.534,89.658,0,0,0,46010368,2626,2662
4.571,5.958,89.470,0,0,0,47079424,3127,1152
4.604,6.149,89.246,0,0,0,45293568,3414,578
6.278,6.278,87.445,0,0,0,45109248,2900,680
4.661,6.425,88.504,0.409,0,0,135168000,4684,1776
6.782,7.161,86.057,0,0,0,81915904,2718,832
7.470,6.529,86.001,0,0,0,40738816,4382,774
5.921,6.142,87.937,0,0,0,102592512,3066,762
8.220,4.252,87.528,0,0,0,32595968,2693,1378
3.781,5.577,89.950,0.693,0,0,201777152,3036,730
5.777,6.782,87.441,0,0,0,46903296,3073,2814
5.164,6.644,88.193,0,0,0,82624512,2981,720
4.647,5.880,89.472,0,0,0,47341568,2482,480
6.832,5.986,87.183,0,0,0,43257856,4146,980
4.470,5.980,89.204,0.346,0,0,139677696,1696,920
4.786,6.360,88.854,0,0,0,48095232,4556,1136
6.641,7.586,85.773,0,0,0,83046400,1560,752
7.386,6.345,86.269,0,0,0,40939520,4390,759
7.379,5.330,87.291,0,0,0,107069440,1306,1262
6.625,4.396,88.038,0.942,0,0,197668864,3390,1584
5.377,5.597,89.025,0,0,0,47570944,1837,2814
5.359,6.368,88.272,0,0,0,47906816,3024,528
5.451,6.679,87.870,0,0,0,79806464,1066,950
6.392,5.888,87.720,0,0,0,46899200,3358,688
4.338,5.910,89.312,0.440,0,0,135745536,1330,1252
4.218,6.358,89.424,0,0,0,43233280,2956,712
4.604,5.771,89.625,0,0,0,42094592,1822,514
5.808,7.386,86.806,0,0,0,80355328,3527,780
9.893,5.986,84.121,0,0,0,38551552,2378,960
5.079,8.360,85.710,0.852,0,0,263835648,4392,1244
7.145,4.029,88.763,0.063,0,0,40058880,2980,2620
5.122,5.280,89.598,0,0,0,42377216,4674,1100
5.134,5.638,89.228,0,0,0,44036096,2095,562
6.911,7.226,85.863,0,0,0,73752576,3938,1120
6.530,7.287,85.804,0.379,0,0,128053248,2101,968
5.685,7.098,87.217,0,0,0,105709568,4373,846
7.255,3.989,88.756,0,0,0,37228544,2033,538
4.873,6.036,89.091,0,0,0,42987520,2860,1086
6.057,5.931,88.013,0,0,0,44138496,2196,680
5.847,7.796,86.231,0.126,0,0,137195520,3058,1270
5.364,4.670,89.176,0.789,0,0,139935744,3454,2656
4.913,5.984,89.102,0,0,0,47341568,2800,586
4.962,5.689,89.349,0,0,0,47218688,5108,954
6.345,5.966,87.689,0,0,0,46202880,3843,838
5.708,6.023,88.269,0,0,0,56254464,3400,1146
6.686,7.190,86.030,0.095,0,0,127815680,2938,878
6.557,7.314,86.129,0,0,0,68665344,3020,604
6.547,4.564,88.889,0,0,0,81063936,1708,688
8.103,4.805,87.092,0,0,0,34717696,2740,1270
4.640,5.871,89.489,0,0,0,47620096,2791,812
4.482,5.366,89.205,0.947,0,0,203665408,3110,3108
5.688,7.008,87.304,0,0,0,80699392,3014,744
4.950,5.895,89.155,0,0,0,47951872,1822,546
5.901,6.343,87.756,0,0,0,47849472,2186,1004
4.753,6.169,89.078,0,0,0,47919104,2226,886
4.326,6.489,88.809,0.376,0,0,139718656,3866,1244
6.503,7.352,86.145,0,0,0,79577088,5054,154706
8.420,5.740,85.840,0,0,0,38678528,2118,460
6.507,7.707,85.786,0,0,0,111714304,3037,680
7.159,3.974,88.868,0,0,0,40374272,3198,672
3.893,4.772,90.110,1.224,0,0,197812224,3904,3190
4.837,5.438,89.725,0,0,0,43290624,2164,322
5.849,7.610,86.541,0,0,0,79446016,2918,780
6.730,5.371,87.899,0,0,0,43995136,3730,506
5.319,5.571,89.109,0,0,0,43315200,2004,996
4.511,5.733,89.192,0.564,0,0,133513216,2545,506
